@odata.context,value
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'GOE_Q171', 'IndicatorName': ""To protect the privacy of individuals' health-related  data held in electronic format as an EHR"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NTD_TSOL3', 'IndicatorName': 'Number of pigs in the country', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NTD_YAWSEND', 'IndicatorName': 'Status of yaws endemicity', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTRITION_570', 'IndicatorName': 'Early initiation of breastfeeding (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTRITION_ANT_WHZ_NE2', 'IndicatorName': 'Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTRITION_WH_2', 'IndicatorName': 'Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTSEVWASTINGPREV', 'IndicatorName': 'Severe wasted prevalence among children under 5 years of age (%), model-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTSTUNTINGPREV', 'IndicatorName': 'Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'GOE_Q178', 'IndicatorName': 'Individuals have the legal right to specify which health-related data from their EHR can be shared with health professionals of their choice', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'GOE_Q181', 'IndicatorName': 'Country has national policy or strategy on the use of social media by government organizations', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'GOE_Q201', 'IndicatorName': 'Privacy and security laws need to be in place', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RSUD_140', 'IndicatorName': 'Ministry/office that takes primary responsibility for treatment of substance use disorders', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RSUD_150', 'IndicatorName': 'Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for treatment of substance use disorders', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NTD_TSOL4', 'IndicatorName': 'Practice of backyard pig production', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NTD_YAWSNUM', 'IndicatorName': 'Number of cases of yaws reported', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTOVERWEIGHTPREV', 'IndicatorName': 'Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), model-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTRITION_564', 'IndicatorName': 'Children aged <5 years wasted for age (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTRITION_ANT_HAZ_NE2', 'IndicatorName': 'Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTSEVWASTINGNUM', 'IndicatorName': 'Severe wasted numbers among children under 5 years of age (millions), model-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTSTUNTINGNUM', 'IndicatorName': 'Stunting numbers among children under 5 years of age (millions), model-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HIV_0000000024', 'IndicatorName': 'Estimated antiretroviral therapy coverage among children', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HIV_ARTCOVERAGE', 'IndicatorName': 'Estimated antiretroviral therapy coverage among people living with HIV (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_01', 'IndicatorName': 'Number of nursing personnel', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_02', 'IndicatorName': 'Number of physicians', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_03', 'IndicatorName': 'Number of midwifery personnel', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_04', 'IndicatorName': 'Number of pharmacists', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RSUD_18', 'IndicatorName': 'Drug courts', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTRITION_WH_3', 'IndicatorName': 'Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_08', 'IndicatorName': 'Number of radiographers', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_09', 'IndicatorName': 'Number of other health workers', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_13', 'IndicatorName': 'Number of laboratory scientists', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_15', 'IndicatorName': 'Number of dentists', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_18', 'IndicatorName': 'Number of personal care workers', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RSUD_130', 'IndicatorName': 'Government unit/official responsible for treatment of substance use disorders', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_33', 'IndicatorName': 'Nursing and midwifery personnel density (per 1000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HSS_COMPREHENSIVEHEALTHPOLICY', 'IndicatorName': 'Countries that have a comprehensive national health sector policy/ strategy/ plan with goals and targets updated within the last 5 years', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Avail_other', 'IndicatorName': 'Treatment for tobacco dependence available in other settings', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Bup_ins', 'IndicatorName': 'Bupropion - cost covered', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Ins_community', 'IndicatorName': 'Treatment for tobacco dependence in the community cost covered', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Ins_hlth_clin', 'IndicatorName': 'Treatment for tobacco dependence in health clinics or other primary care facilities cost covered', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTUNDERWEIGHTNUM', 'IndicatorName': 'Underweight numbers among children under 5 years of age (millions), model-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTUNDERWEIGHTPREV', 'IndicatorName': 'Underweight prevalence among children under 5 years of age (%), model-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Avail_community', 'IndicatorName': 'Treatment for tobacco dependence available in the community', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'NUTRITION_WA_2', 'IndicatorName': 'Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OA_DMFT', 'IndicatorName': 'Decayed, missing, or filled teeth', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'obesewm', 'IndicatorName': 'Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_11', 'IndicatorName': ""Occupational carcinogens attributable deaths per 100'000 capita"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_16', 'IndicatorName': ""Occupational ergonomic stressors attributable DALYs ('000)"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_17', 'IndicatorName': ""Occupational ergonomic stressors attributable deaths per 100'000 capita"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Avail_hosp', 'IndicatorName': 'Treatment for tobacco dependence available in hospitals', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Avail_off_hlth_prof', 'IndicatorName': 'Treatment for tobacco dependence available in offices of health professionals', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Bup_where', 'IndicatorName': 'Bupropion - place available', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Ins_hosp', 'IndicatorName': 'Treatment for tobacco dependence in hospitals cost covered', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Ins_other', 'IndicatorName': 'Treatment for tobacco dependence in other settings cost covered', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_NRT_EML', 'IndicatorName': 'Nicotine replacement therapy on the Essential Medicines List', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_NRT_sold', 'IndicatorName': 'Nicotine replacement therapy - legally sold', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Quitline', 'IndicatorName': 'Access to a toll-free quit line', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Varen_ins', 'IndicatorName': 'Varenicline - cost covered', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Varen_sold', 'IndicatorName': 'Varenicline - legally sold', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_42', 'IndicatorName': 'Number of licensed qualified obstetricians actively working', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_44', 'IndicatorName': 'Number of biomedical engineers', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_20', 'IndicatorName': ""Occupational injuries attributable DALYs ('000)"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0004', 'IndicatorName': 'Specialist medical practitioners (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0006', 'IndicatorName': 'Nursing and midwifery personnel (per 10,000)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0008', 'IndicatorName': 'Nursing personnel (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Avail_hlth_clin', 'IndicatorName': 'Treatment for tobacco dependence available in health clinics or other primary care facilities', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_25', 'IndicatorName': 'Pharmaceutical personnel density (per 1000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0013', 'IndicatorName': 'Dental Prosthetic Technicians (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0015', 'IndicatorName': 'Pharmacists  (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0019', 'IndicatorName': 'Medical and Pathology Laboratory scientists  (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0020', 'IndicatorName': 'Medical and Pathology Laboratory Technicians  (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0024', 'IndicatorName': 'Community Health Workers (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_43', 'IndicatorName': 'Number of licensed qualified anaesthesiologists actively working', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_45', 'IndicatorName': 'Biomedical technicians density (per 10 000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HSS_MONITORPROGRESS', 'IndicatorName': 'Countries that have monitored the progress of their national health policy/strategy/plan regularly', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HSS_UHCLEGISLATION', 'IndicatorName': 'Countries that have passed legislation on Universal Health Coverage (UHC)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0016', 'IndicatorName': 'Pharmaceutical Technicians and Assistants  (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0021', 'IndicatorName': 'Physiotherapists (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0022', 'IndicatorName': 'Physiotherapy Technicians and Assistants  (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWWS_1', 'IndicatorName': 'Handwashing with soap after using the toilet (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'IHR01', 'IndicatorName': 'Legislation', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'IHR04', 'IndicatorName': 'Response', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'IHR10', 'IndicatorName': 'Zoonosis', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0003', 'IndicatorName': 'Generalist medical practitioners (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0005', 'IndicatorName': 'Medical doctors not further defined (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0009', 'IndicatorName': 'Midwifery personnel (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0011', 'IndicatorName': 'Dentists (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0012', 'IndicatorName': 'Dental Assistants and Therapists (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Bup_sold', 'IndicatorName': 'Bupropion - legally sold', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_Ins_off_hlth_prof', 'IndicatorName': 'Treatment for tobacco dependence in offices of health professionals cost covered', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'O_NRT_where', 'IndicatorName': 'Nicotine replacement therapy - place available', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_1', 'IndicatorName': 'Occupational risk factors attributable deaths', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_10', 'IndicatorName': ""Occupational carcinogens attributable DALYs ('000)"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_12', 'IndicatorName': ""Occupational carcinogens attributable DALYs per 100'000 capita"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_13', 'IndicatorName': ""Occupational noise attributable DALYs ('000)"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_14', 'IndicatorName': ""Occupational noise attributable DALYs per 100'000 capita"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_18', 'IndicatorName': ""Occupational ergonomic stressors attributable DALYs per 100'000 capita"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_19', 'IndicatorName': 'Occupational injuries attributable deaths', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_2', 'IndicatorName': ""Occupational risk factors attributable DALYs ('000)"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'GOE_Q202', 'IndicatorName': 'Research into new analytical methods needs occur to meet the challenges of working with big data', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'GOE_Q203', 'IndicatorName': 'Lack of integration between various health services', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HCF_REL_ELECTRICITY', 'IndicatorName': 'Percentage of health-care facilities with reliable electricity supply (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HIV_0000000007', 'IndicatorName': 'Testing and counselling facilities, reported number', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'MH_24', 'IndicatorName': 'Mental health units in general hospitals admissions (per 100,000)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'MH_25', 'IndicatorName': 'Stand-alone policy or plan for mental health', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'MH_5', 'IndicatorName': 'Government expenditures on mental hospitals as a percentage of total government expenditures on mental health (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'MH_6', 'IndicatorName': 'Psychiatrists working in mental health sector (per 100,000)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'MORT_200', 'IndicatorName': 'Deaths per 1 000 live births', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'MORT_400', 'IndicatorName': 'Deaths per 100 000 population', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'MORTADO', 'IndicatorName': 'Adolescent mortality rate (per 100 000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RADON_Q803', 'IndicatorName': 'Inclusion of radon in national cancer control strategy', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'Rev_imp_other', 'IndicatorName': 'Annual tax revenues - import duties and all other taxes (excluding corporate taxes on tobacco companies)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HIV_0000000008', 'IndicatorName': 'Testing and counselling facilities, estimated number per 100 000 adult population', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HIV_0000000015', 'IndicatorName': 'Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HIV_0000000016', 'IndicatorName': 'Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission, reporting period', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HIV_0000000022', 'IndicatorName': 'Estimated number of people eligible for antiretroviral therapy according to 2010 guidelines', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HIV_0000000025', 'IndicatorName': 'Testing and counselling facilities, reporting period', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_10', 'IndicatorName': 'Number of dental technicians/assistants', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HRH_11', 'IndicatorName': 'Number of health management & support workers', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'Rev_type', 'IndicatorName': 'Annual tax revenues - tobacco products included', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RHR_IPV', 'IndicatorName': 'Intimate partner violence prevalence among ever partnered women (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RHR_NPSV', 'IndicatorName': 'Non-partner sexual violence prevalence (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'ROTAC', 'IndicatorName': 'Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RS_194', 'IndicatorName': 'Number of registered vehicles', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RS_198', 'IndicatorName': 'Estimated road traffic death rate (per 100 000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RS_204', 'IndicatorName': 'Existence of a national drink-driving law', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RS_205', 'IndicatorName': 'Definition of drink-driving by BAC', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'RS_207', 'IndicatorName': 'Blood Alcohol Concentration (BAC) limit for drivers', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'IHR05', 'IndicatorName': 'Preparedness', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'ODA_3', 'IndicatorName': 'Donor disbursements (Million, constant 2009 US$)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'ODA_4', 'IndicatorName': 'Disbursements to recipient countries (Million, constant 2009 US$)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_21', 'IndicatorName': ""Occupational injuries attributable deaths per 100'000 capita"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_3', 'IndicatorName': ""Occupational risk factors attributable deaths per 100'000 capita"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_4', 'IndicatorName': ""Occupational risk factors attributable DALYs per 100'000 capita"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'HWF_0017', 'IndicatorName': 'Environmental and Occupational Health and Hygiene Professionals  (number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'ORGANLIVERNUM', 'IndicatorName': 'Liver transplants (absolute number)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'ORGANTOTALRATE', 'IndicatorName': 'Total organs transplanted (per million)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'overwgt5', 'IndicatorName': 'Overweight prevalence in children aged <five years (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'P_Group', 'IndicatorName': 'Protecting people from tobacco smoke', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'P1_compliance', 'IndicatorName': 'Compliance of ban on smoking in HEALTH-CARE FACILITIES', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'P12_fines_establishment', 'IndicatorName': 'National smoking ban: FINES ON THE ESTABLISHMENT', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'IR_CARBAMATE_EXTENT', 'IndicatorName': 'Percentage of sites for which carbamate resistance was reported', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'IR_INSECTICIDERESISTANCE_PREV', 'IndicatorName': 'Number of insecticide classes to which resistance was reported', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'ITU_ICT_1', 'IndicatorName': 'Percentage of individuals using the Internet', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'ITU_ICT_2', 'IndicatorName': 'Mobile-cellular telephone subscriptions per 100 inhabitants', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'ITU_IDI', 'IndicatorName': 'ICT Development Index (IDI)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'IR_CARBAMATE_PRESENCE', 'IndicatorName': 'Carbamate resistance reported for at least one site', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_22', 'IndicatorName': ""Occupational injuries attributable DALYs per 100'000 capita"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_6', 'IndicatorName': ""Occupational airborne particulates attributable DALYs ('000)"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'OCC_7', 'IndicatorName': ""Occupational airborne particulates attributable deaths per 100'000 capita"", 'Language': 'EN'}"
